label,ann_return,ann_vol,sharpe,max_drawdown,calmar,var5_pct,suite,fold,train_end,test_end
ts_cv_fold_0,0.06510398268689609,0.0840605773859055,0.35812244029053314,-0.07807514896914182,0.8338629539342671,-0.8714093783322782,ts_cv,0,2017-02-17,2018-12-12
ts_cv_fold_1,0.2794353539929651,0.17658238394994857,1.3842566550674873,-0.18750421893713415,1.4902882755068598,-1.1828785407354365,ts_cv,1,2018-12-12,2020-10-06
ts_cv_fold_2,0.04480111261784983,0.11903881122060213,0.08233543072210416,-0.12936008809710636,0.34632868463209665,-1.1971685410785928,ts_cv,2,2020-10-06,2022-08-01
ts_cv_fold_3,0.06827395105432871,0.09961068989191176,0.3340399283453936,-0.09845720024901516,0.69343779781747,-1.000344953986892,ts_cv,3,2022-08-01,2024-05-24
ts_cv_fold_4,0.07226694526760048,0.09577862942541546,0.3890945360173019,-0.08672596711187984,0.8332791128357465,-0.9312866406441683,ts_cv,4,2024-05-24,2026-03-24
