rolling_window_count,median_full_sharpe,median_full_calmar,median_full_max_drawdown,frac_full_beats_spy_sharpe,frac_full_beats_spy_calmar,frac_full_beats_factor_drawdown,frac_full_beats_factor_calmar
6.0,0.0526969687019644,0.3809641765846382,-0.09547568658789787,0.0,0.0,0.5,0.0
