base_label,compare_label,delta_sharpe_point,delta_sharpe_ci_low,delta_sharpe_ci_high,delta_sharpe_pvalue_two_sided,delta_ann_return_point,delta_ann_return_ci_low,delta_ann_return_ci_high,delta_ann_return_pvalue_two_sided,delta_calmar_point,delta_calmar_ci_low,delta_calmar_ci_high,delta_calmar_pvalue_two_sided,bootstrap_samples,bootstrap_block_size,base_component_label,compare_component_label,base_display_label,compare_display_label
D_cvar_robust,factor_only,0.358847627084372,-0.05524559604719187,0.8919930369976141,0.085,0.09188069960547902,0.026973731233199957,0.1588065554802876,0.01,0.13172258888806399,-0.14478238625214598,1.082974344967333,0.19,400,20,D_cvar_robust,alpha_engine_no_control,D: CVaR-Robust,"No Control
(Alpha Engine)"
D_cvar_robust,A4_regime_rules,0.33495844512753337,-0.08649953600920474,0.9223275079101693,0.14,0.09870295603486545,0.022289803551963958,0.1726560590927703,0.005,0.028242066905338814,-0.254695516661989,1.192219913292885,0.36,400,20,D_cvar_robust,A4_regime_rules,D: CVaR-Robust,A4: Regime Rules
D_cvar_robust,B1_linucb,0.3491097856013048,-0.018098751004565376,0.9094069906383311,0.065,0.09735361393577087,0.026766729711310593,0.1659479237194842,0.005,0.0815035544513345,-0.16346711426657684,1.1415169854244918,0.255,400,20,D_cvar_robust,B1_linucb,D: CVaR-Robust,B1: LinUCB
D_cvar_robust,C_supervised,0.3553740530456527,-0.05328412026559392,0.9278912520445981,0.09,0.0976684652077331,0.029251028978525842,0.16396510457074404,0.0,0.12894211729216332,-0.1357647962391124,1.1176927842474065,0.21,400,20,D_cvar_robust,C_supervised,D: CVaR-Robust,C: Supervised
D_cvar_robust,D_plus_convexity,-0.11827598591045285,-0.3188245864537371,0.08476760145527681,0.495,-0.00939550231110911,-0.05356058452219784,0.018224895347143128,0.65,-0.45050319933961813,-0.8559921087474087,0.10283767578482231,0.285,400,20,D_cvar_robust,D_plus_convexity,D: CVaR-Robust,D+: CVaR + Convexity
D_cvar_robust,E_council,0.14622513144365223,-0.05372877806392538,0.38407224355117237,0.18,0.05207872735007918,0.008389638368416299,0.08837908988973525,0.025,0.05322092305428461,-0.16004616776541053,0.5324703257151371,0.35,400,20,D_cvar_robust,E_council,D: CVaR-Robust,E: Council
D_cvar_robust,E_plus_convexity,0.12939944623089072,-0.14761552686153825,0.49085277389660126,0.415,0.05632981259708619,-0.0009253077790373233,0.10704971837941529,0.07,-0.13427125979613996,-0.5534552392083287,0.8110391757349942,0.97,400,20,D_cvar_robust,E_plus_convexity,D: CVaR-Robust,E+: Council + Convexity
D_cvar_robust,F_cmdp_lagrangian,0.4453658283785373,0.04821733284802162,0.982886360089556,0.03,0.11099452036080804,0.04372587382877978,0.17397408492102637,0.005,0.17658420874654646,-0.049569344310192706,1.2092754821424505,0.095,400,20,D_cvar_robust,F_cmdp_lagrangian,D: CVaR-Robust,F: CMDP-Lagrangian
D_cvar_robust,RL_q_learning,0.8346958569526135,0.15616020182510115,1.634022702415387,0.02,0.11084449076224173,0.042339177130938536,0.19375296652607762,0.0,0.6719164904333775,-0.051342199924776406,2.9323029939403242,0.085,400,20,D_cvar_robust,RL_q_learning,D: CVaR-Robust,RL: Q-Learning
