rolling_window_count,median_full_sharpe,median_full_calmar,median_full_max_drawdown,frac_full_beats_spy_sharpe,frac_full_beats_spy_calmar,frac_full_beats_factor_drawdown,frac_full_beats_factor_calmar
2.0,1.6517730312198897,3.260497957508251,-0.06816661427987178,1.0,1.0,1.0,0.0
