rolling_window_count,median_full_sharpe,median_full_calmar,median_full_max_drawdown,frac_full_beats_spy_sharpe,frac_full_beats_spy_calmar,frac_full_beats_factor_drawdown,frac_full_beats_factor_calmar
6.0,0.5893310051053643,1.0862506405718146,-0.08882553686945172,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666
