label,regime,avg_action,avg_invested_fraction,avg_overlay_size,avg_hedge_action,avg_hedge_type_action,dominant_hedge_type,avg_hedge_ratio,avg_hedge_cost,avg_hedge_benefit,avg_cash_weight,avg_turnover,avg_transaction_cost,avg_uncertainty_score,ann_return,ann_vol
alpha_stack_no_rl_tf0.40,bull,0.0,0.9999999900000003,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999843380022e-09,0.0888334947448445,9.612353459979203e-05,0.4952451747287519,0.13879233585755235,0.12140084571044425
alpha_stack_no_rl_tf0.40,neutral,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999865134897e-09,0.11319647912014534,0.00012295921721873452,0.5489548532310417,0.15543285645132243,0.1208167260603885
alpha_stack_no_rl_tf0.40,bear,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999832811461e-09,0.12231907705452497,0.00013662707075567926,0.48285303303192656,0.05807285165851235,0.22559771206376603
alpha_stack_no_rl_tf0.50,bull,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999855814751e-09,0.09646970705388806,0.0001048390457567218,0.49405107260919634,0.08147229357758155,0.12292143287612184
alpha_stack_no_rl_tf0.50,neutral,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999849283171e-09,0.11751049283643389,0.00012748796196567717,0.5463545817409508,0.21312485798069297,0.11946373536208638
alpha_stack_no_rl_tf0.50,bear,0.0,0.9999999900000003,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999828202988e-09,0.13411461561877458,0.00015029074163507773,0.4811206708932797,0.07980176806685964,0.22509775397417922
alpha_stack_no_rl_tf0.60,bull,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999846128463e-09,0.0981768221772214,0.00010627086397613877,0.4963818077894236,0.0016403428496552745,0.11404879460952934
alpha_stack_no_rl_tf0.60,neutral,0.0,0.9999999900000003,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999840230404e-09,0.11848308005885476,0.0001285769677330092,0.5452867181632092,0.07436169271832072,0.11062226223089763
alpha_stack_no_rl_tf0.60,bear,0.0,0.9999999900000003,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999836838055e-09,0.13798111991611678,0.00015015253571052227,0.48871945953142887,0.06377801688410252,0.1420156763501118
portfolio_rl_fixed_weights_tf0.40,bull,1.6619718309859155,0.9115244407622204,0.10990057995028998,0.0,0.0,none,0.0,0.0,0.0,0.08840100294789459,0.1269009267975229,0.00013722444870645868,0.29593628917740405,0.11194912717114511,0.11212693192462322
portfolio_rl_fixed_weights_tf0.40,neutral,1.7387755102040816,0.9173673469387756,0.11236734693877551,0.0,0.0,none,0.0,0.0,0.0,0.08263266183094117,0.14075894774245762,0.00015288743212273385,0.35068775558823934,0.1424185640884897,0.11265765623001833
portfolio_rl_fixed_weights_tf0.40,bear,1.5320754716981133,0.9053962264150943,0.1049056603773585,0.0,0.0,none,0.0,0.0,0.0,0.09460378228920235,0.16809368074293674,0.0001871783955412071,0.2827553766584714,0.05965223317473626,0.20862683055375067
portfolio_rl_fixed_weights_tf0.50,bull,1.6663212435233161,0.91660103626943,0.10922279792746116,0.0,0.0,none,0.0,0.0,0.0,0.08335752175383815,0.11729620309327574,0.00012740415938915112,0.2945972233060939,0.0732792656624384,0.11326464834104477
