label,regime,avg_action,avg_invested_fraction,avg_overlay_size,avg_hedge_action,avg_hedge_type_action,dominant_hedge_type,avg_hedge_ratio,avg_hedge_cost,avg_hedge_benefit,avg_cash_weight,avg_turnover,avg_transaction_cost,avg_uncertainty_score,ann_return,ann_vol
portfolio_rl_fixed_weights_tf0.50,neutral,1.6025316455696204,0.9119746835443039,0.1069873417721519,0.0,0.0,none,0.0,0.0,0.0,0.08802532519835998,0.1420407249863069,0.00015400884256044724,0.34886247186152364,0.18761838806512152,0.10822667460466859
portfolio_rl_fixed_weights_tf0.50,bear,1.3454545454545455,0.8977454545454547,0.09778181818181818,0.0,0.0,none,0.0,0.0,0.0,0.10232728136767394,0.17071648911525186,0.0001905771276006608,0.281295837779607,0.06867079409663106,0.19672148093401415
portfolio_rl_fixed_weights_tf0.60,bull,1.734375,0.916171875,0.11225260416666666,0.0,0.0,none,0.0,0.0,0.0,0.08356771711208238,0.12793490619254533,0.00013847486697666838,0.29812395000041,-0.006654808040640212,0.10447939028455787
portfolio_rl_fixed_weights_tf0.60,neutral,1.6027777777777779,0.9081388888888889,0.10783333333333335,0.0,0.0,none,0.0,0.0,0.0,0.09186111980622219,0.15539873736801219,0.00016854871986664115,0.34556032142158594,0.07635164838019624,0.09954416871200174
portfolio_rl_fixed_weights_tf0.60,bear,1.2722222222222221,0.8941111111111111,0.09505555555555557,0.0,0.0,none,0.0,0.0,0.0,0.10572223082179788,0.17449368861610393,0.000189971954275028,0.28896307680180416,0.04488955581202199,0.1240132267379243
full_pipeline_tf0.40,bull,1.787903893951947,0.9227340513670257,0.11375310687655345,0.0,0.0,none,0.0,0.0,0.0,0.07710025739370831,0.12192038299810803,0.0001318338261020778,0.4952451747287519,0.11731625681210148,0.11228302197163612
full_pipeline_tf0.40,neutral,1.7448979591836735,0.9168163265306123,0.11273469387755103,0.0,0.0,none,0.0,0.0,0.0,0.08302041692735518,0.14796805928133722,0.0001606717714652693,0.5489548532310417,0.14121316881995266,0.11077906457670747
full_pipeline_tf0.40,bear,1.2566037735849056,0.8938867924528303,0.09441509433962265,0.0,0.0,none,0.0,0.0,0.0,0.10600000863000993,0.15430009167434167,0.00017254642333193533,0.48285303303192656,0.021070817175141567,0.19363710057288538
full_pipeline_tf0.60,bull,1.2916666666666667,0.8928255208333334,0.09604166666666669,0.0,0.0,none,0.0,0.0,0.0,0.1071484460990595,0.12789013823474601,0.0001384992796899289,0.4963818077894236,-0.006928815544612121,0.10156525126687897
full_pipeline_tf0.60,neutral,1.3611111111111112,0.8936111111111112,0.099,0.0,0.0,none,0.0,0.0,0.0,0.10638889747501885,0.14995868365707923,0.00016260571377248517,0.5452867181632092,0.05736398431530495,0.09789685970803873
full_pipeline_tf0.60,bear,1.0833333333333333,0.8834444444444447,0.08827777777777777,0.0,0.0,none,0.0,0.0,0.0,0.1165555640745682,0.1633640958555138,0.0001778056590052727,0.48871945953142887,0.05550134191919564,0.12542832208284785
full_pipeline_fixed_weights_tf0.40,bull,1.6445733222866612,0.9125517812758905,0.1088152444076222,0.0,0.0,none,0.0,0.0,0.0,0.08748136750103228,0.12118612243325656,0.0001310513913064345,0.29593628917740405,0.11535143336013848,0.11167501234821862
full_pipeline_fixed_weights_tf0.40,neutral,1.542857142857143,0.9061020408163265,0.10528571428571429,0.0,0.0,none,0.0,0.0,0.0,0.09389796787043898,0.15422000490550264,0.0001674513661329737,0.35068775558823934,0.12304220571274133,0.11038839488781399
full_pipeline_fixed_weights_tf0.40,bear,1.3849056603773584,0.8979622641509435,0.09943396226415095,0.0,0.0,none,0.0,0.0,0.0,0.10203774450289767,0.16493045438600099,0.00018418614406503467,0.2827553766584714,0.03191589464321506,0.2071495250481471
full_pipeline_fixed_weights_tf0.50,bull,1.654922279792746,0.9154404145077721,0.10854922279792747,0.0,0.0,none,0.0,0.0,0.0,0.08465285853285426,0.11859299033286332,0.00012877732519351337,0.2945972233060939,0.07104916418440421,0.11179168266671012
full_pipeline_fixed_weights_tf0.50,neutral,1.6632911392405063,0.9121518987341773,0.10967088607594937,0.0,0.0,none,0.0,0.0,0.0,0.08784810999790627,0.14651763059419073,0.00015891428177499317,0.34886247186152364,0.18966511242834844,0.10773372988003393
full_pipeline_fixed_weights_tf0.50,bear,1.170909090909091,0.8883272727272726,0.09134545454545455,0.0,0.0,none,0.0,0.0,0.0,0.11167273584331158,0.17243740964061063,0.00019298036251707586,0.281295837779607,0.0667164229395631,0.2017483532595228
full_pipeline_fixed_weights_tf0.60,bull,1.7096354166666667,0.9169140625000001,0.11105468750000001,0.0,0.0,none,0.0,0.0,0.0,0.08289063379259429,0.1304373748150026,0.00014110986023118134,0.29812395000041,-0.010247910635494212,0.10583196248511097
full_pipeline_fixed_weights_tf0.60,neutral,1.5611111111111111,0.9107777777777778,0.10530555555555554,0.0,0.0,none,0.0,0.0,0.0,0.0894722309528768,0.1463000418733152,0.0001586106537172066,0.34556032142158594,0.07139438448128954,0.09954390515812357
full_pipeline_fixed_weights_tf0.60,bear,1.4666666666666666,0.9069444444444448,0.10161111111111111,0.0,0.0,none,0.0,0.0,0.0,0.09305556425840884,0.1665812087132978,0.00018131955926342064,0.28896307680180416,0.044213521431797506,0.12770148733302145
factor_only_tf0.40,bull,0.0,0.9999999900000003,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999837769118e-09,0.08849328971557152,9.575644873900575e-05,0.4952451747287519,0.1388218680097722,0.12136401924939126
factor_only_tf0.40,neutral,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999849954296e-09,0.1127338267171363,0.00012246485609409866,0.5489548532310417,0.1578462800032986,0.12079102641334823
factor_only_tf0.40,bear,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999847055832e-09,0.12311366199362009,0.0001374879521618939,0.48285303303192656,0.05850162970426073,0.22560259891973408
factor_only_tf0.50,bull,0.0,0.9999999900000002,0.0,0.0,0.0,none,0.0,0.0,0.0,9.999999847531223e-09,0.09632799262053078,0.00010469081238609454,0.49405107260919634,0.08257872134615604,0.12310817931875787
