label,ann_return,ann_vol,sharpe,max_drawdown,calmar,var5_pct,suite,fold,train_end,test_end
ts_cv_fold_0,0.046586154257339266,0.08289235658456853,0.13977347655430764,-0.08889813236493625,0.5240396820228053,-0.8770612085629509,ts_cv,0,2017-02-16,2018-12-11
ts_cv_fold_1,0.27222581443260657,0.17606853373692574,1.3473492163771144,-0.20113660172489028,1.3534374080286804,-1.2176338087692513,ts_cv,1,2018-12-11,2020-10-05
ts_cv_fold_2,0.03877430027319232,0.1203467558935949,0.03136187537045558,-0.14032023955358833,0.27632719009941903,-1.2324167323071955,ts_cv,2,2020-10-05,2022-07-29
ts_cv_fold_3,0.023814819239172322,0.09847139296765947,-0.1135881121192229,-0.1058917543264225,0.2248977471539773,-1.0168446827066742,ts_cv,3,2022-07-29,2024-05-23
ts_cv_fold_4,0.06138163107074225,0.09681795368762197,0.272486944218959,-0.08909392499868231,0.6889540917869447,-0.9066073091308642,ts_cv,4,2024-05-23,2026-03-23
