train_frac,blend_return,blend_vol,blend_sharpe,blend_max_dd,blend_calmar,council_sharpe,mlp_meta_sharpe
0.40,0.15826903842106144,0.14909481944012823,1.0604305470201374,-0.2427944880727112,0.6518642151944718,1.0614011547851778,1.103398860763622
0.50,0.15719520694663403,0.15313869823959556,1.0303628680758175,-0.24128786529257784,0.6514840966246861,0.9882635486528996,0.9810543541685585
0.60,0.0775096037517451,0.12130699216733862,0.6761424374650065,-0.15399902545836242,0.5033123003281719,0.619093856027296,0.6274805384937598
mean,0.13099128303981353,0.1411801699490208,0.9223119508536537,-0.21269379294121715,0.6022202040491099,1.0248323517190387,1.0422266074660902
