base_label,compare_label,delta_sharpe_point,delta_sharpe_ci_low,delta_sharpe_ci_high,delta_sharpe_pvalue_two_sided,delta_ann_return_point,delta_ann_return_ci_low,delta_ann_return_ci_high,delta_ann_return_pvalue_two_sided,delta_calmar_point,delta_calmar_ci_low,delta_calmar_ci_high,delta_calmar_pvalue_two_sided,bootstrap_samples,bootstrap_block_size
full_pipeline,SPY,0.31247218167100166,-0.47022558294254807,1.0050784551334595,0.455,-0.007517398314686341,-0.11514586827651731,0.10554503220201115,0.9,0.7210967571109074,-0.9252644370254902,2.1228571129399043,0.47,400,20
full_pipeline,factor_benchmark,-0.7027524842716697,-1.3407190507783922,-0.25870121075317065,0.0,-0.15935474071828953,-0.2149916416027087,-0.11117629586635641,0.0,-0.32907001374752487,-2.844589905697527,0.46286240785682337,0.18,400,20
full_pipeline,vol_target,-0.6906973983551072,-1.257096223765213,-0.21877882921497857,0.005,-0.11700266546822852,-0.16208089230249828,-0.06461318548249577,0.0,-0.27229190259589275,-2.4940617730114862,0.34348299547452876,0.145,400,20
full_pipeline,dd_delever,-0.715737296878679,-1.2724281658980183,-0.2174311882833187,0.01,-0.12974312774835117,-0.18655432229230207,-0.05563279481800543,0.005,-0.3434911392114539,-2.2066453931732717,0.38076543347692077,0.14,400,20
full_pipeline,e2e_rl,0.6171350412892611,-0.3888346815171484,1.5040989433346064,0.28,0.0807922972450676,-0.019809359801014677,0.18195920816021233,0.105,1.0262830243281935,-1.5319812173849607,3.0166032922672374,0.28,400,20
