rolling_window_count,median_full_sharpe,median_full_calmar,median_full_max_drawdown,frac_full_beats_spy_sharpe,frac_full_beats_spy_calmar,frac_full_beats_factor_drawdown,frac_full_beats_factor_calmar
6.0,0.5124929449355424,0.8289653082619404,-0.10884433274487579,0.3333333333333333,0.16666666666666666,0.5,0.0
