label,ann_return,ann_vol,sharpe,max_drawdown,calmar,var5_pct,avg_turnover,avg_transaction_cost,suite,window_id,param_name,param_value,fold,train_end,test_end
factor_only_tf0.40,0.2072060411431565,0.19395419414464762,0.8878695973753076,-0.3180741327134513,0.6514394391681992,-1.580989630019481,0.020721661105069483,2.266319277476635e-05,ablation,full_sample,train_frac,0.4,,,
factor_only_tf0.50,0.2110596170562992,0.20205869009288252,0.8713290592059038,-0.32114969076540123,0.6572001049768299,-1.5931441090362368,0.01996006805834166,2.1907141101999258e-05,ablation,full_sample,train_frac,0.5,,,
factor_only_tf0.60,0.14162825295129794,0.1544398497998686,0.6904192550386442,-0.1673142841692557,0.8464802941942685,-1.495141049202457,0.02108630687995131,2.288465087827567e-05,ablation,full_sample,train_frac,0.6,,,
factor_plus_pairs_tf0.40,0.20351326759313,0.19442543220911498,0.8667243632234353,-0.3179895051552816,0.6399999304811976,-1.5935128170756738,0.020843770269301898,2.2800215069189832e-05,ablation,full_sample,train_frac,0.4,,,
factor_plus_pairs_tf0.50,0.2111953836802729,0.20105859755506258,0.8763384260085431,-0.3220003694560485,0.6558855118029452,-1.5781647288432366,0.019914190106329405,2.184582349345102e-05,ablation,full_sample,train_frac,0.5,,,
factor_plus_pairs_tf0.60,0.13512045335744124,0.1541029959077918,0.6496982506450831,-0.1727319626557987,0.7822550236642897,-1.5127325567114904,0.020715123107885734,2.247767913998371e-05,ablation,full_sample,train_frac,0.6,,,
factor_plus_lstm_tf0.40,0.20546973285874645,0.1942162840936371,0.8777313646843568,-0.31951516001598956,0.6430672222807577,-1.579288436094286,0.020744894085804384,2.2691262349916168e-05,ablation,full_sample,train_frac,0.4,,,
factor_plus_lstm_tf0.50,0.20919534572850373,0.20121259064973632,0.8657278180690917,-0.32219553859899824,0.6492806826107533,-1.5913795981101504,0.020118216450477035,2.207045725113749e-05,ablation,full_sample,train_frac,0.5,,,
factor_plus_lstm_tf0.60,0.14021188329485068,0.15420639950179585,0.682279573428661,-0.1727059146696944,0.8118533487661781,-1.505663643680255,0.020842602372959505,2.2623947969806304e-05,ablation,full_sample,train_frac,0.6,,,
alpha_stack_no_rl_tf0.40,0.20113405544872637,0.1853421151908508,0.8963642522046973,-0.30646719473817413,0.656298789361695,-1.5532659718019395,0.10418169131830848,0.00011339486507185396,ablation,full_sample,train_frac,0.4,,,
alpha_stack_no_rl_tf0.50,0.20427390215431201,0.190273385575378,0.889635157045658,-0.2740946835933256,0.7452676280460696,-1.5504561714999847,0.1066060865195175,0.00011651071150100223,ablation,full_sample,train_frac,0.5,,,
