label,ann_return_point,ann_return_ci_low,ann_return_ci_high,sharpe_point,sharpe_ci_low,sharpe_ci_high,calmar_point,calmar_ci_low,calmar_ci_high,max_dd_point,max_dd_ci_low,max_dd_ci_high,bootstrap_samples,bootstrap_block_size
full_pipeline,0.13001630400103797,0.01778891972218821,0.23901138667535687,0.5342558818202799,-0.08899636626312704,1.1994387752243962,0.5426655059924705,0.04926107754748454,1.3962277525526297,-0.2395882862254136,-0.43744154338948893,-0.1371737279218798,400,20
SPY,0.15254705360842305,0.021625912247466354,0.30613310109132763,0.5830004288628858,-0.05350705250578447,1.5208713187145655,0.45243006104226563,0.056494736356677976,1.8597169756166478,-0.33717266428472714,-0.5287140783595545,-0.14509997913122932,400,20
factor_benchmark,0.265732771071979,0.10435038423113248,0.41324921952075944,1.002237393057328,0.24216930660930108,1.6848666757140134,0.7872352570465135,0.2223029530425009,2.324506888068487,-0.337551908176193,-0.5240138738300478,-0.1579984813486004,400,20
vol_target,0.16271838440729067,0.035868369813185995,0.25109240232329094,0.8917211380519492,0.0056165096824160364,1.6206787515348158,0.7891007390281617,0.09803339886171324,1.939500313827955,-0.20620735537098026,-0.37916088445188434,-0.11886287869980532,400,20
dd_delever,0.19260673795933828,0.05732726745959823,0.3097835129928099,0.9225033124539731,0.12443163912654404,1.6413731486391507,0.9014743335355794,0.17215828636588745,1.9910371567636838,-0.21365747396178433,-0.3898459697353341,-0.14306410734502764,400,20
e2e_rl,0.08661025973615794,0.023059335508983668,0.14786913659842738,0.5622029283218405,-0.13175123097826907,1.270171840854317,0.5579833231800169,0.11380046923738375,1.6044312989034977,-0.15522014827024222,-0.23440504087493452,-0.07143835435092659,400,20
