base_label,compare_label,jk_stat,jk_pvalue
full_pipeline,SPY,-0.10224635636975256,0.9185611334704278
full_pipeline,factor_benchmark,-2.729849678269096,0.006336321067348161
full_pipeline,vol_target,-1.9781110496927068,0.04791618030657818
full_pipeline,dd_delever,-1.8211019227851666,0.06859136506625485
full_pipeline,e2e_rl,-0.48299606034714476,0.6290985335298154
